PromptID,Market,Persona,Subject,Category,Prompt,Model 1,Model 2,Model 3,Organisation,ExpertiseArea,Intent,Platform,PromptSource,PersonaTemplateID,GenerationMethod
UOS-0596,UAE,Prospective Student (Postgraduate),General,Reputation,Which UK universities are most highly regarded in the Gulf for a master’s degree?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0597,UAE,Prospective Student (Postgraduate),General,Reputation,Which universities have the strongest global reputation for postgraduate education?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0598,UAE,Prospective Student (Postgraduate),General,Reputation,Which universities consistently perform well in major international rankings?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0599,UAE,Prospective Student (Postgraduate),General,Reputation,Which UK universities have the strongest postgraduate alumni networks in the United Arab Emirates?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0600,UAE,Prospective Student (Postgraduate),General,Reputation,Which universities are most recognised by multinational and government employers in the Gulf?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0601,UAE,Prospective Student (Postgraduate),General,Reputation,Which universities provide the strongest brand value for a postgraduate qualification?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0602,UAE,Prospective Student (Postgraduate),General,Reputation,Which UK universities are most popular with postgraduate students from the United Arab Emirates?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0603,UAE,Prospective Student (Postgraduate),General,Academic Experience,Which universities provide the strongest postgraduate teaching experience?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0604,UAE,Prospective Student (Postgraduate),General,Academic Experience,Which universities offer the best academic support for international postgraduate students?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0605,UAE,Prospective Student (Postgraduate),General,Academic Experience,Which universities give postgraduate students the best access to academics and industry experts?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0606,UAE,Prospective Student (Postgraduate),General,Academic Experience,Which universities provide the strongest environment for advanced professional learning?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0607,UAE,Prospective Student (Postgraduate),General,Academic Experience,Which universities offer the best opportunities to develop leadership and specialist skills?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0608,UAE,Prospective Student (Postgraduate),General,Academic Experience,Which universities have the strongest postgraduate learning communities?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0609,UAE,Prospective Student (Postgraduate),General,Research & Innovation,Which universities have the strongest postgraduate research environment?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0610,UAE,Prospective Student (Postgraduate),General,Research & Innovation,Which universities offer the best access to advanced research facilities?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0611,UAE,Prospective Student (Postgraduate),General,Research & Innovation,Which universities have the strongest links between academic research and industry?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0612,UAE,Prospective Student (Postgraduate),General,Research & Innovation,Which universities offer the best opportunities to participate in innovative research?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0613,UAE,Prospective Student (Postgraduate),General,Research & Innovation,Which universities have the strongest international research collaborations?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0614,UAE,Prospective Student (Postgraduate),General,Research & Innovation,Which universities are best known for translating research into commercial and societal impact?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0615,UAE,Prospective Student (Postgraduate),General,Careers & Employability,Which UK universities have the strongest postgraduate employment outcomes?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0616,UAE,Prospective Student (Postgraduate),General,Careers & Employability,Which UK universities are most valued by employers in the United Arab Emirates for postgraduate qualifications?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0617,UAE,Prospective Student (Postgraduate),General,Careers & Employability,Which universities have the strongest connections with employers in the Gulf?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0618,UAE,Prospective Student (Postgraduate),General,Careers & Employability,Which universities provide the best careers support for international postgraduates?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0619,UAE,Prospective Student (Postgraduate),General,Careers & Employability,Which universities offer the strongest opportunities to work internationally after graduation?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0620,UAE,Prospective Student (Postgraduate),General,Careers & Employability,"Which universities best support careers spanning the UK, United Arab Emirates and wider Middle East?",OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0621,UAE,Prospective Student (Postgraduate),General,Careers & Employability,Which universities have the strongest postgraduate alumni networks in the Gulf?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0622,UAE,Prospective Student (Postgraduate),General,Careers & Employability,Which universities provide the best long-term career return on a master’s degree?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0623,UAE,Prospective Student (Postgraduate),General,Student Experience,Which universities provide the best postgraduate experience for students from the United Arab Emirates?,OpenAI,Anthropic,Gemini,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0624,UAE,Prospective Student (Postgraduate),General,Student Experience,Which universities have the strongest international postgraduate communities?,OpenAI,Anthropic,Gemini,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0625,UAE,Prospective Student (Postgraduate),General,Student Experience,Which universities make it easiest to build professional and social networks?,OpenAI,Anthropic,Gemini,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0626,UAE,Prospective Student (Postgraduate),General,Student Experience,"Which universities are known for being safe, welcoming and supportive to international postgraduates?",OpenAI,Anthropic,Gemini,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0627,UAE,Prospective Student (Postgraduate),General,Student Experience,Which universities offer the best balance between intensive study and quality of life?,OpenAI,Anthropic,Gemini,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0628,UAE,Prospective Student (Postgraduate),General,Location,Which UK university cities offer the best balance of living costs and career opportunities for postgraduates?,OpenAI,Anthropic,Gemini,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0629,UAE,Prospective Student (Postgraduate),General,Location,Which universities are best located for access to major employers and professional networks?,OpenAI,Anthropic,Gemini,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0630,UAE,Prospective Student (Postgraduate),General,Location,Which universities offer the best value for money for postgraduate study?,OpenAI,Anthropic,Gemini,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0631,UAE,Prospective Student (Postgraduate),General,Location,Which universities offer the strongest scholarships for students from the United Arab Emirates?,OpenAI,Anthropic,Gemini,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0632,UAE,Prospective Student (Postgraduate),General,Location,Which university locations are most convenient for regular travel between the UK and the United Arab Emirates?,OpenAI,Anthropic,Gemini,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0633,UAE,Prospective Student (Postgraduate),General,University Overview,"Which universities offer the best balance of reputation, employability and cost for a postgraduate student from the United Arab Emirates?",OpenAI,Anthropic,Gemini,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0634,UAE,Prospective Student (Postgraduate),General,University Overview,Which universities would best support a career in the United Arab Emirates after graduation?,OpenAI,Anthropic,Gemini,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0635,UAE,Prospective Student (Postgraduate),General,University Overview,Which universities would give me the strongest opportunities for an international career?,OpenAI,Anthropic,Gemini,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0636,UAE,Prospective Student (Postgraduate),General,University Overview,Which universities offer the strongest long-term value for someone planning to work in the Gulf?,OpenAI,Anthropic,Gemini,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0637,UAE,Prospective Student (Postgraduate),General,University Overview,Which universities are most recommended by postgraduate alumni working in the United Arab Emirates?,OpenAI,Anthropic,Gemini,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0638,UAE,Prospective Student (Postgraduate),General,University Overview,"If you could recommend five UK universities for a postgraduate student from the United Arab Emirates, which would you choose and why?",OpenAI,Anthropic,Gemini,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0639,UAE,Research Professional,General,Research & Innovation,Which UK universities have the strongest international research reputation?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0640,UAE,Research Professional,General,Research & Innovation,Which UK universities consistently produce world-leading research?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0641,UAE,Research Professional,General,Research & Innovation,Which universities have the strongest record of high-impact research outputs?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0642,UAE,Research Professional,General,Research & Innovation,Which universities are most recognised for research excellence in the United Arab Emirates and Gulf?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0643,UAE,Research Professional,General,Research & Innovation,Which universities have the greatest international research visibility?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0644,UAE,Research Professional,General,Research & Innovation,Which universities combine strong academic reputation with demonstrable research impact?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0645,UAE,Research Professional,General,Research & Innovation,Which UK universities would you most recommend for high-impact research collaboration?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0646,UAE,Research Professional,General,Research & Innovation,Which UK universities have the strongest research infrastructure?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0647,UAE,Research Professional,General,Facilities,Which universities provide the best laboratories and specialist research facilities?,OpenAI,Anthropic,Gemini,University of Southampton,Facilities,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0648,UAE,Research Professional,General,Research & Innovation,Which universities invest most heavily in research capability and equipment?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0649,UAE,Research Professional,General,Research & Innovation,Which universities are best equipped to support large-scale collaborative research?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0650,UAE,Research Professional,General,Research & Innovation,Which universities provide the strongest environment for interdisciplinary research?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0651,UAE,Research Professional,General,Research & Innovation,Which universities have the strongest innovation and technology-transfer ecosystems?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0652,UAE,Research Professional,General,Collaboration & Partnerships,Which UK universities have the strongest track record of research collaboration with organisations in the United Arab Emirates?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0653,UAE,Research Professional,General,Collaboration & Partnerships,Which universities are best positioned for long-term UK–United Arab Emirates research partnerships?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0654,UAE,Research Professional,General,Collaboration & Partnerships,Which universities have the strongest international academic partnership networks?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0655,UAE,Research Professional,General,Collaboration & Partnerships,Which universities are most experienced in joint research programmes with governments and industry?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0656,UAE,Research Professional,General,Collaboration & Partnerships,Which universities have the strongest track record of industry collaboration?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0657,UAE,Research Professional,General,Collaboration & Partnerships,"Which universities are best at developing partnerships spanning academia, business and government?",OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0658,UAE,Research Professional,General,Collaboration & Partnerships,Which universities would be strongest partners for collaboration in areas prioritised by the United Arab Emirates’s innovation agenda?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0659,UAE,Research Professional,General,Collaboration & Partnerships,Which universities are most effective at sustaining strategic international partnerships over the long term?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0660,UAE,Research Professional,General,Funding & Innovation,Which UK universities secure the highest levels of competitive research funding?,OpenAI,Anthropic,Gemini,University of Southampton,Funding & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0661,UAE,Research Professional,General,Funding & Innovation,Which universities have the strongest track record of UKRI-funded research?,OpenAI,Anthropic,Gemini,University of Southampton,Funding & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0662,UAE,Research Professional,General,Funding & Innovation,Which universities are best positioned to develop jointly funded UK–United Arab Emirates research programmes?,OpenAI,Anthropic,Gemini,University of Southampton,Funding & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0663,UAE,Research Professional,General,Funding & Innovation,Which universities attract the strongest industrial research investment?,OpenAI,Anthropic,Gemini,University of Southampton,Funding & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0664,UAE,Research Professional,General,Funding & Innovation,Which universities are most successful at commercialising research and creating spinouts?,OpenAI,Anthropic,Gemini,University of Southampton,Funding & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0665,UAE,Research Professional,General,Funding & Innovation,Which universities have the strongest support for collaborative grant and innovation funding?,OpenAI,Anthropic,Gemini,University of Southampton,Funding & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0666,UAE,Research Professional,General,Research Impact,Which universities demonstrate the strongest societal and economic impact from research?,OpenAI,Anthropic,Gemini,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0667,UAE,Research Professional,General,Research Impact,Which universities have the strongest record of influencing government and public policy?,OpenAI,Anthropic,Gemini,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0668,UAE,Research Professional,General,Research Impact,Which universities are most successful at translating research into new technologies and services?,OpenAI,Anthropic,Gemini,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0669,UAE,Research Professional,General,Research Impact,Which universities have the strongest knowledge-transfer performance?,OpenAI,Anthropic,Gemini,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0670,UAE,Research Professional,General,Research Impact,Which universities have the best record of turning international research partnerships into measurable impact?,OpenAI,Anthropic,Gemini,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0671,UAE,Research Professional,General,Research Impact,Which universities combine strong academic impact with commercial application?,OpenAI,Anthropic,Gemini,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0672,UAE,Research Professional,General,Academic Experience,Which UK universities attract the strongest international research talent?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0673,UAE,Research Professional,General,Academic Experience,Which universities offer the best access to internationally recognised academics?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0674,UAE,Research Professional,General,Academic Experience,Which universities have the strongest doctoral and early-career researcher communities?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0675,UAE,Research Professional,General,Academic Experience,Which universities provide the best opportunities for researcher mobility between the UK and United Arab Emirates?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0676,UAE,Research Professional,General,Academic Experience,"Which universities have the strongest global academic, industry and alumni networks?",OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0677,UAE,Research Professional,General,Research & Innovation,Which UK universities would make the strongest long-term strategic research partner for a United Arab Emirates organisation?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0678,UAE,Research Professional,General,Collaboration & Partnerships,"Which universities combine research excellence, international collaboration and commercial engagement most effectively?",OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0679,UAE,Research Professional,General,Collaboration & Partnerships,Which universities would be strongest partners for a joint research centre or innovation programme?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0680,UAE,Research Professional,General,Research & Innovation,"Which universities are best positioned to collaborate on AI, health, sustainability, energy transition, climate or space research?",OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0681,UAE,Research Professional,General,Research & Innovation,Which universities offer the greatest potential for long-term research and innovation collaboration with the United Arab Emirates?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0682,UAE,Research Professional,General,Research & Innovation,"If you could recommend five UK universities for a strategic research partnership with a United Arab Emirates organisation, which would you choose and why?",OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0683,Hong Kong,Prospective Student (Undergraduate),General,Reputation,Which UK universities have the strongest reputation with families and advisers in Hong Kong?,OpenAI,DeepSeek,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0684,Hong Kong,Prospective Student (Undergraduate),General,Careers & Employability,Which universities give graduates the strongest access to employers across Asia?,OpenAI,DeepSeek,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0685,Hong Kong,Prospective Student (Undergraduate),General,Student Experience,Which universities have the most established support networks for students arriving from Hong Kong?,OpenAI,DeepSeek,Gemini,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0686,Hong Kong,Prospective Student (Undergraduate),General,Location,Which university cities offer a lifestyle that students from Hong Kong tend to adapt to easily?,OpenAI,DeepSeek,Gemini,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0687,Hong Kong,Prospective Student (Undergraduate),General,University Overview,Which universities offer the strongest combination of international recognition and career flexibility for a Hong Kong student?,OpenAI,DeepSeek,Gemini,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0688,Hong Kong,Prospective Student (Postgraduate),General,Reputation,Which UK universities have the strongest reputation with senior employers and recruiters in Hong Kong?,OpenAI,DeepSeek,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0689,Hong Kong,Prospective Student (Postgraduate),General,Academic Experience,Which universities provide the most professionally relevant postgraduate learning experience?,OpenAI,DeepSeek,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0690,Hong Kong,Prospective Student (Postgraduate),General,Research & Innovation,Which universities offer postgraduate students the strongest exposure to interdisciplinary research?,OpenAI,DeepSeek,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0691,Hong Kong,Prospective Student (Postgraduate),General,Careers & Employability,Which universities give master’s graduates the strongest access to employers across Asia?,OpenAI,DeepSeek,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0692,Hong Kong,Prospective Student (Postgraduate),General,Location,Which university cities offer the best balance of professional networking and manageable living costs?,OpenAI,DeepSeek,Gemini,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0693,Hong Kong,Prospective Student (Postgraduate),General,University Overview,Which universities provide the strongest combination of UK experience and recognition back in Hong Kong?,OpenAI,DeepSeek,Gemini,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0694,Hong Kong,Research Professional,General,Research & Innovation,Which universities have the strongest REF performance alongside international research reach?,OpenAI,DeepSeek,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0695,Hong Kong,Research Professional,General,Collaboration & Partnerships,Which universities have the most mature mechanisms for managing international research partnerships?,OpenAI,DeepSeek,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0696,Hong Kong,Research Professional,General,Funding & Innovation,Which universities are strongest at combining public research funding with industry co-investment?,OpenAI,DeepSeek,Gemini,University of Southampton,Funding & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0697,Hong Kong,Research Professional,General,Research Impact,Which universities have the strongest evidence of research impact in Asia?,OpenAI,DeepSeek,Gemini,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0698,Hong Kong,Research Professional,General,Academic Experience,Which universities provide the strongest networks for connecting UK and Hong Kong research teams?,OpenAI,DeepSeek,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0699,Hong Kong,Research Professional,General,Collaboration & Partnerships,"Which universities are best suited to a partnership intended to grow across research, talent exchange and commercialisation?",OpenAI,DeepSeek,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0700,UAE,Prospective Student (Undergraduate),General,Reputation,Which UK universities have the strongest reputation with families and education advisers in the United Arab Emirates?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0701,UAE,Prospective Student (Undergraduate),General,Careers & Employability,Which universities give graduates the strongest access to employers across the Gulf?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0702,UAE,Prospective Student (Undergraduate),General,Student Experience,Which universities have the most established support networks for students arriving from the United Arab Emirates?,OpenAI,Anthropic,Gemini,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0703,UAE,Prospective Student (Undergraduate),General,Location,Which universities offer the best combination of international connectivity and student-friendly living?,OpenAI,Anthropic,Gemini,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0704,UAE,Prospective Student (Undergraduate),General,University Overview,Which universities offer the strongest combination of global recognition and career flexibility for a United Arab Emirates student?,OpenAI,Anthropic,Gemini,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0705,UAE,Prospective Student (Postgraduate),General,Reputation,Which UK universities have the strongest reputation with senior employers and recruiters in the Gulf?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0706,UAE,Prospective Student (Postgraduate),General,Academic Experience,Which universities provide the most professionally relevant postgraduate learning experience?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0707,UAE,Prospective Student (Postgraduate),General,Research & Innovation,Which universities offer postgraduate students the strongest exposure to applied innovation?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0708,UAE,Prospective Student (Postgraduate),General,Careers & Employability,Which universities give master’s graduates the strongest access to employers across the Gulf?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0709,UAE,Prospective Student (Postgraduate),General,Location,"Which university cities offer the best balance of professional networking, connectivity and living costs?",OpenAI,Anthropic,Gemini,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0710,UAE,Prospective Student (Postgraduate),General,University Overview,Which universities provide the strongest combination of UK experience and recognition back in the United Arab Emirates?,OpenAI,Anthropic,Gemini,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
